abandon,v./n.放弃；放纵
ovation,n.热烈的欢迎、鼓掌
overbearing,a.专横的，独断的
overdose,n.(药物)过大的剂量
overdue,a.过期未付的；逾期的
overexposure,n.过分暴露，(照相)暴光过度
overflow,v.溢出；洋溢
overhaul,v.彻底检查；大修
overlap,v.(部分地)重叠
overlook,v.忽视；俯视
overpowering,a.压倒性的，不可抗拒的
overreach,v.做事过头
override,v.不理会；蹂躏，践踏
overriding,a.最主要的，优先的
overrule,v.(高位的人)否决(低位的人或事)
oversee,v.监督
overshadow,v.遮蔽，使失色
overstate,v.夸张，对…言过其实
overt,a.公开的，非秘密的
overthrow,v./n.推翻；终止
overture,n.前奏曲，序曲
overturn,v.翻倒；推翻
overwhelm,v.泛滥；压倒
overwrought,a.紧张过度的
owl,n.猫头鹰
oxidize,v.氧化，生锈
pacifist,n.和平主义者，反战主义者
pacify,v.使安静，抚慰
pack,n.狼群；一群动物
packed,a.充满人的，拥挤的
pact,n.协定，条约
padding,n.衬垫，填料
paean,n.赞美歌，颂歌
pagan,n.没有宗教信仰的人；异教徒
pageant,n.壮观的游行；露天历史剧
painkiller,n.止痛药
painstaking,a.煞费苦心的
palate,n.上腭；口味；爱好
palatial,a.宫殿般的；宏伟的
paleolithic,a.旧石器时代的
paleontology,n.古生物学
palette,n.调色板，颜料配置
pall,v.令人发腻，失去吸引力
palliate,v.减轻(痛苦)；掩饰(罪行)
palliative,n.缓释剂；a.减轻的，缓和的
pallid,a.苍白的，没血色的
palmy,a.繁荣的；棕榈的
palpable,a.可触知的，明显的
palpitate,v.(心脏)急速而不规则地跳动
palter,v.含糊其词
paltry,a.无价值的，微不足道的
pamphlet,n.小册子
pan,v.严厉批评
panacea,n.万灵药
panache,n.羽饰；炫耀
pancreas,n.胰腺
pandemic,a.(病)大范围流行的
pandemonium,n.喧嚣，大混乱
pander,v.怂恿，迎合(不良欲望)
panegyric,n.颂词，颂扬
panel,n.专门小组；仪表板
pang,n.一阵剧痛
panic,a.恐慌的；n.恐慌，惊惶
panorama,n.概观，全景
panther,n.黑豹
pantomime,n.哑剧
pantry,n.食品室
papyrus,n.莎草；莎草纸
parable,n.寓言，比喻
parabola,n.抛物线
paradigm,n.范例，示范
paradox,n.矛盾；似矛盾而正确的说法
paragon,n.模范，典型
parallel,a.平行的；类似的；n.平行线；v.与…相似
parallelism,n.平行，类似
parameter,n.参量，变量
paramount,a.最重要的，最高权力的
paranoia,n.偏执狂
paranoid,a.偏执狂的，过分怀疑的
paraphrase,v.传译，释义
parasite,n.食客；寄生物
parch,v.烘烤；烤焦
pare,v.削；修剪；削减，缩减
pariah,n.贱民，被社会遗弃者
parity,n.(水平，地位，数量等的)同等，相等
parka,n.派克大衣(毛皮风雪大衣)
parlance,n.说法，用语，词汇
parody,n.模仿性嘲弄文章或表演；拙劣的模仿
paroxysm,n.(感情等)突发
parquet,n.镶木地板
parry,v.挡开，避开(武器，问题等)
parse,v.对…作语法分析
parsimony,n.过分节俭，吝啬
partial,a.局部的；偏袒的
partiality,n.偏袒，偏心
particular,n.事实，细节
particularize,v.详述，列举
partisan,n.党派支持者；党徒
partition,n.隔开；隔墙
passionate,a.充满激情的
passive,a.被动的，缺乏活力的
pastel,n.彩色粉笔或蜡笔画；柔和的色彩
pasteurize,v.加热杀菌，消毒
pastiche,n.混合拼凑的作品
pastoral,a.田园生活的；宁静的
pastry,n.糕点，点心
patch,n.补丁；一小片(土地)
patent,a.显而易见的；n.专利权(证书)
pathogen,n.病原体
pathological,a.病态的；病理的
pathology,n.病理学
patina,n.绿锈；光亮的外表
patrician,n.贵族
patrimony,n.祖传的财产
patriot,n.爱国者，爱国主义者
patriotism,n.爱国主义，爱国心
patronage,n.赞助，惠顾
patronize,v.以高人一等的态度对待；光顾，惠顾
paucity,n.小量，缺乏
paunchy,a.大肚子的
pauper,n.贫民，乞丐
peak,v.憔悴，消瘦
pecan,n.山核桃
peccadillo,n.小过失
peck,v.啄食；轻啄
pedagogue,n.教师，教育者
pedagogy,n.教育学，教学法
pedal,n.踏板，脚蹬；v.骑脚踏车
pedant,n.迂腐之人，书呆子
pedestal,n.(柱石或雕像的)基座
pedestrian,a.徒步的；缺乏想像的；n.行人
pediatrics,n.小儿科
peel,v.削去…的皮；剥落；n.外皮
peer,n.同等之人，同辈
peerless,a.无可匹敌的
peeve,v.使气恼，怨恨
peevish,a.坏脾气的，易怒的
pejorative,a.带有轻蔑意义的，贬低的
pelf,n.钱财；不义之财
pell-mell,adv.混乱地
pellucid,a.清晰的，清澈的
pen,n.围栏；监禁；母天鹅
penalize,v.置(某人)于不利地位；处罚
penalty,n.刑罚，处罚
penance,n.自我惩罚
penchant,n.爱好，嗜好
pending,a.即将发生的；未决的
pendulum,n.摆，钟摆
penetrate,v.刺穿；渗入；了解
penicillin,n.盘尼西林，青霉素
peninsula,n.半岛
penitent,a.后悔的，忏悔的
pennant,n.(船上用的)信号旗
penultimate,a.倒数第二的
penury,n.贫穷；吝啬
perambulate,v.巡视；漫步
perception,n.感觉；洞察力
perch,v.(鸟)栖息
percussionist,n.敲击乐器的乐师
peregrination,n.游历(尤指在国外)
peremptory,a.不容反抗的；专横的
perennial,a.终年的；永久的
perfervid,a.非常热心的
perfidious,a.不忠的，背信弃义的
perfidy,n.不忠，背叛
perforate,v.打洞
perfunctorily,adv.敷衍地，潦草地，表面地
perfunctory,a.草率的，敷衍的
peril,n.危险
perilous,a.危险的，冒险的
perimeter,n.周长
periodical,n.期刊
peripatetic,a.巡游的
peripheral,a.不重要的，外围的
periphery,n.不重要的部分；外围
periscope,n.潜望镜
perish,v.死，暴卒
perishing,a.严寒的
perjure,v.作伪证，发假誓
perjury,n.作伪证，发假誓
perky,a.神气的；活泼的
permanence,n.永久，持久
permanent,a.长久的，永久的
permeable,a.可渗透的(penetrable)
permeate,v.扩散；渗透
permissive,a.过分纵容的
pernicious,a.有害的，致命的
perpendicular,a.垂直的
perpetual,a.连续不断的；永久的
perpetuate,v.使永存，使永记不忘
perquisite,n.固定津贴，利益
persecute,v.迫害
persiflage,n.挖苦，嘲弄
persistence,n.坚持不懈，持续
personable,a.英俊的，风度好的
personification,n.典型，化身，完美榜样
personnel,n.全体人员，员工
perspective,n.(判断事物的)角度，方法；透视法
perspicacious,a.独具慧眼的
perspicuity,n.明晰；聪明睿智
perspicuous,a.明晰的；明了的
perspire,v.流汗
pertain,v.属于；关于
pertinacious,a.固执的；无法驾御的；不妥协的
pertinent,a.有关的，相关的
peruse,v.细读，精读
pervade,v.弥漫，普及
pervious,a.可渗透的
pessimism,n.悲观；悲观主义
pest,n.害虫；讨厌的人或物
pester,v.纠缠，强求
pesticide,n.杀虫剂
pestilent,a.致死的；有害的
pestle,n.杵，乳钵槌
petal,n.花瓣
petition,n.请愿；请愿书
petitioner,n.请愿人
petrify,v.石化；吓呆
petroglyph,n.岩石雕刻
petroleum,n.石油
petrology,n.岩石学
petty,a.琐碎的；小心眼的
petulance,n.发脾气，性急，暴躁
petulant,a.性急的，暴躁的
phantom,n.鬼怪，幽灵；幻像
pharmaceutical,a.制药的
pharmacology,n.药理学，药物学
phenomena,n.(复数)现象；科学研究的现象
phenomenal,a.显著的，非凡的
philanthropic,a.博爱的
philatelist,n.集邮家
philately,n.集邮
philistine,n.庸人，市侩
phlegmatic,a.冷静的，冷淡的
phoenix,n.凤凰，永生或再生的象征
phonetic,a.语音的
photosynthesis,n.光合作用
physiological,a.生理的；生理学上的
piano,a.(音乐)轻柔的
pictorial,a.绘画的；有图片的，用图片表示的
piddling,a.琐碎的，微不足道的
pied,a.杂色的
pierce,v.刺透；穿过
piercing,a.(寒风)刺骨的；敏锐的
pigment,n.天然色素；干粉颜料
pilgrim,n.朝圣客，香客
pillar,n.柱子
pillory,n.颈手枷；示众，嘲弄
pilot,n.飞行员；领航员；领导人
pinch,v.捏，掐；n.一撮，一点
pine,n.松树；v.(因疾病等)憔悴；渴望
pinnacle,n.尖塔；山峰，顶峰
pinpoint,v.精确地找出或描述；a.非常精确的
pious,a.虔诚的，尽责的
piquant,a.辛辣的，开胃的；兴奋的
pique,n./v.(因自尊心受伤害而导致的)不悦，愤怒；v.冒犯
pirate,n.海盗，剽窃者；v.盗印；掠夺
pirouette,n./v.(舞蹈)脚尖立地的旋转
pistol,n.手枪
pitch,n.沥青，柏油；音调
pitcher,n.有柄水罐
pitfall,n.陷阱，未料到的危险或困难
pith,n.精髓，要点
pithiness,n.简洁
pithy,a.(讲话或文章)简练的
pitiful,a.值得同情的，可怜的
pittance,n.微薄的薪俸，少量的收入
placate,v.抚慰，平息(愤怒)
placebo,n.安慰剂
placid,a.安静的，平和的
plagiarism,n.剽窃，抄袭
plagiarize,v.剽窃，抄袭
plague,n.瘟疫；讨厌的人或物；v.烦扰
plain,a.简单的；清楚的；n.平原
plaintiff,n.原告
plaintive,a.可怜的，伤心的
plait,n.发辫；v.编成辫
plane,n.刨子；平面；v.刨
planet,n.行星
plangent,a.轰鸣的；悲哀的
plankton,n.浮游生物
plaque,n.匾；血小板
plaster,n.灰泥，石膏；v.抹灰泥
plateau,n.高原；平稳的状态
platitude,n.陈词滥调
platonic,a.理论的；纯精神上的，没有感官欲望的
plaudit,v.喝彩，赞扬
plausible,a.似是而非的，似乎合理的；嘴巧的
plead,v.恳求，提出…为理由
pleat,n.(衣服上的)褶
pledge,n.誓言，保证；v.发誓
plenitude,n.完全；大量
plethora,n.过量，过剩
pliable,a.易弯的，柔软的
pliant,a.易受影响的；易弯的
plight,n.困境，苦境
plinth,n.柱脚，底座
plod,v.重步走；吃力地干
plot,n.情节；阴谋；策划
plough,n.犁；v.犁地
ploy,n.花招，策略
pluck,n.在困难面前足智多谋的勇气，胆量；精力；v.拔毛；弹拉
plumb,adv.精确地；v.深入了解；测水深
plumber,n.管子工，铅管工
plume,n.羽毛；v.整理羽毛；搔首弄姿
plummet,v.垂直或突然坠下
plunder,v.抢劫，掠夺
plunge,v.投入；俯冲
plush,a.豪华的
plutocracy,n.财阀统治
pod,n.豆荚；v.剥掉(豆荚)
podiatrist,n.足医
podium,n.讲坛，指挥台
poignant,a.伤心的；尖锐的
poise,v.使相等，使平衡；n.泰然自若，镇定
poisonous,a.有毒的；有害的
poke,v.刺，戳；嘲弄
polar,a.地极的，两极的；磁极的
polarity,n.极端性，二极分化
polarize,v.使…两极分化
polemic,n.争论，论战
polemical,a.挑起论战的
polish,v.把…擦光亮，抛光；n.上光剂；(态度等)优雅
poll,n.民意测验；选举投票
pollen,n.花粉
pollinate,v.给…授粉
pollster,n.民意测验家
pomposity,n.自大的行为，傲慢，自命不凡
pompous,a.自大的
poncho,n.斗篷；雨衣
ponder,v.仔细考虑
ponderable,a.可估量的
ponderous,a.笨重的，笨拙的
pontifical,a.自以为是的；武断的
pontificate,v.自大武断地做或说
populace,n.民众，老百姓
populous,a.人口稠密的
porcelain,n.瓷；瓷器
porcupine,n.豪猪，箭猪
pore,n.毛孔，气孔
porous,a.可渗透的；多孔的
portentous,a.凶兆的，有危险的
portfolio,n.文件夹；股份单
portray,v.描绘，描述
pose,v.摆姿势；造作
poseur,n.装模作样的人
posit,v.断定，认为
posse,n.武装团队
possessed,a.着迷的；疯狂的
poster,n.海报，招贴画
postpone,v.使延期，推迟
postulate,v.假定；要求
posture,n.姿势，体态；态度；v.故作姿态
potable,a.适于饮用的
potation,n.畅饮；饮料
potentate,n.统治者，当权者
potential,a.潜在的，有可能性的
potentiate,v.加强(力量，效果)
potpourri,n.混杂；杂文集
pottery,n.制陶；陶器
pout,v.噘嘴，板脸
practitioner,n.开业者；从事某种手艺者
pragmatic,a.实际的，实用主义的
prank,n.恶作剧，玩笑
prate,v.瞎扯，胡说
preach,v.传教，讲道
preamble,n.前言，序言；先兆
precarious,a.不稳的，危险的
precede,v.在…之前，早于
precept,n.箴言，格言
precipice,n.悬崖
precipitant,n.沉淀剂
precipitate,v.加速，促成；a.鲁莽的
precipitation,n.降水(量)
précis,n.摘要，大纲
precise,a.精确的
preclude,v.避免，排除
precocious,a.早熟的
precursor,n.先驱，先兆
predator,n.食肉动物
predecessor,n.前任，前辈；原先的东西
predestine,v.注定
predicament,n.困境，窘境
predilection,n.偏袒，爱好
predisposition,n.倾向，癖性
predominant,a.有势力的
predominate,v.支配，统治；占优势
preeminent,a.出类拔萃的
preempt,v.以先买权取得)；取代
preen,v.整理羽毛；(人)打扮修饰
preface,n.序言
pregnant,a.怀孕的；充满的
prehistoric,a.史前的
prejudice,n.偏见，成见；v.使产生偏见
preliminary,a.预备的；初步的，开始的
preliterate,a.文字出现以前的
prelude,n.序幕，前奏
premature,a.过早的，早熟的
premeditate,v.预先想过，预谋
premeditated,a.预谋的，事先计划的
premiere,n./v.首次公演
premise,n.前提
premium,n.保险费；奖金
premonition,n.预感，预兆
preoccupation,n.全神贯注；使人专注的东西
preponderate,v.(重量上，重要性上)压倒，超过
preposition,n.介词，前置词
preposterous,a.荒谬的
prerequisite,n.先决条件
prerogative,n.特权
presage,n.预感；v.预示
prescience,n.预知，先见
prescribe,v.开处方；规定
prescription,n.处方(上的药)
presentation,n.表演，介绍，描述
presenter,n.主持人
preservative,a.防腐的；n.防腐剂
preside,v.担任主席；负责；指挥
press,v.挤压
pressing,a.紧迫的，迫切的；恳切要求的
prestige,n.威信，威望，声望
prestigious,a.有名望的，有威信的
presume,v.假定，认定
presumption,n.冒昧，专横；假定
presupposition,n.预先假定，臆测
pretend,v.假装；装扮
pretension,n.自命不凡，夸耀
pretentious,a.自抬身价的
preternatural,a.异常的)；超自然的
pretext,n.借口
prevail,v.战胜；盛行
prevaricate,v.支吾其词，说谎
preview,v./n.预演，预展
previous,a.在先的，以前的
prey,n.被捕食的动物
prim,a.端庄的，整洁的
primate,n.灵长类(动物)
prime,n.全盛时期；a.首先的；最好的
primp,v.(妇女)刻意打扮
principal,a.主要的，重要的
principle,n.原则，原理；道德准则
priority,n.在先，居前；优先权
pristine,a.太古的；纯洁的；新鲜的
privation,n.丧失，贫困
privilege,n.特权，特别利益
probe,v.探索，探测
probity,n.刚直，正直
proboscis,n.(象)长鼻；(昆虫等)吸管
proceeds,n.收入
procession,n.行列；前进
proclaim,v.宣告，宣布；显示
proclamation,n.宣布，公告
procrastinate,v.耽搁，拖延
proctor,n.代理人，学监
procure,v.取得，获得
procurement,n.获得，接收
prod,v.刺，捅；激励
prodigal,a.挥霍的；n.挥霍者
prodigious,a.巨大的
prodigy,n.奇事；奇才
produce,n.产品；农产品
productivity,n.生产力；生产率
profane,v.亵渎，玷污
proffer,n./v.献出，赠送；提议，建议
proficient,a.熟练的，精通的
profile,n.外形；轮廓侧面像
profiteer,n.奸商，牟取暴利者
profligate,a.挥金如土的；n.挥霍者
profound,a.深的，深刻的；渊博的，深奥的
profuse,a.很多的；浪费的
progeny,n.后代，子女
prognosis,n.预后，对疾病的发作及结果的预言
prohibitive,a.抑制的；价格贵得买不起的
projectile,n.抛射物，发射体
projection,n.凸出物
projector,n.电影放映机，幻灯机
proliferate,v.繁殖；激增
prolific,a.多产的，多结果的
prolix,a.啰嗦的，冗长的
prolixity,n.罗嗦
prologue,n.开场白；序幕
prolong,v.延长，拉长
promenade,v./n.散步；开车兜风
prominent,a.显著的；著名的
promote,v.提升；促进
prompt,v.促使，激起；a.敏捷的，迅速的
promulgate,v.颁布(法令)；宣传
prone,a.俯卧的；倾向于…的
