abandon [ə'bændən] v./n.放弃；放纵
numb [nʌm] a.麻木的
numerous ['nju:mərəs] a.许多的，很多的
numismatist [nju:'mizmətist] n.钱币学家，钱币收藏家
nurture ['nə:tʃə] v.抚育，给„营养物，教养；n.养育，营养物；(总称)环境因素
nutrient ['nju:triənt] n.滋养物质
nutrition [nju:'triʃən] n.营养；营养学
oafishness ['əufiʃnis] n.痴呆
oak [əuk] n.橡树
oasis [əu'eisis] n.绿洲
oath ['əuθ] n.誓言；咒骂
obdurate ['ɔbdjurit] a.固执的，顽固的
obedient [ə'bi:djənt] a.服从的，顺从的
obeisance [əu'beisns] n.鞠躬，敬礼(表示尊敬或服从)
obese [əu'bi:s] a.极肥胖的
obfuscate ['ɔbfʌskeit] v.使困惑，使迷惑
obituary [ə'bitjuəri] n.讣闻，讣告
objection [əb'dʒekʃən] n.厌恶；反对
objective [əb'dʒektiv] a.客观的；n.目标
obligation [,ɔbli'ɡeiʃən] n.责任；报恩，欠的人情
obligatory [ɔ'bliɡətəri] a.强制性的
oblige [ə'blaidʒ] v.束缚，强迫；为„效力
obliging [ə'blaidʒiŋ] a.恳切的，热心助人的
oblique [ə'bli:k] a.间接的；斜的
obliterate [ə'blitəreit] v.涂掉，擦掉
oblivious [ə'bliviəs] a.遗忘的，疏忽的，未察觉的
obloquy ['ɔbləkwi] n.大骂，公开斥责
obnoxious [əb'nɔkʃəs] a.令人不愉快的；可憎的
obscure [əb'skjuə] a.难理解的；不清楚的，不分明的；v.隐藏，使„模糊，使„不分明
obscurity [əb'skjuəriti] n.费解；不出名
obsequious [əb'si:kwiəs] a.(贬)逢迎的，谄媚的
observatory [əb'zə:vətəri] n.天文台
obsess [əb'ses] v.迷住；使„困窘，使„烦扰
obsessed [əb'sest] a.心神不宁的
obsession [əb'seʃən] n.入迷；固执的念头
obsolescent [,ɔbsə'lesnt] a.即将过时的
obsolete ['ɔbsəli:t] a.废弃的；过时的
obstacle ['ɔbstəkl] n.障碍，干扰
obstinacy ['ɔbstinəsi] n.固执，倔强，顽固
obstinate ['ɔbstinit] a.固执的，倔强的
obstreperous [əb'strepərəs] a.吵闹的；难管束的
obstruct [əb'strʌkt] v.阻塞，截断
obstruction [əb'strʌkʃən] n.阻碍(物)，妨碍
obtainable [əb'teinəb(ə)l] a.能得到的
obtuse [əb'tju:s] a.愚笨的；迟钝的
obverse ['ɔbvə:s] n./a.正面(的)
obviate ['ɔbvieit] v.排除(困难)
obvious ['ɔbviəs] a.明显的，显而易见的
occlude [ɔ'klu:d] v.使闭塞
occult [ɔ'kʌlt] a.秘密的，不公开的
occupation [,ɔkju'peiʃən] n.工作，职业；占领
occurrence [ə'kʌrəns] n.事件；发生
octogenarian [,ɔktəudʒi'neəriən] n.～岁的老人
odds [ɔdz] n.机会，可能性
ode [əud] n.长诗，颂歌
odious ['əudjəs] a.可憎的，讨厌的
odium ['əudiəm] n.憎恶，反感
odometer [ɔ'dɔmitə] n.(汽车)里程表
odyssey ['ɔdisi] n.长途的冒险旅行
offbeat [ɔf'bi:t] a.非传统的，不平常的
offence(offense) [ə'fens] n.得罪；错事
offend [ə'fend] v.得罪，冒犯
offensive [ə'fensiv] a.令人不快的，得罪人的
offhand ['ɔ:f'hænd] adv./a.事先无准备地(的)；(言行)随便地(的)，唐突地(的)
officious [ə'fiʃəs] a.爱发命令的，好忠告的，好管闲事的；过度殷勤的
offish ['ɔ:fiʃ] a.冷淡的，疏远的
off-key ['ɔ:fki:] a.走调的，不和谐的
offset ['ɔ:fset] v.补偿，抵消
offspring ['ɔfspriŋ] n.儿女，后代
offstage ['ɔ:f'steidʒ] adv./a.台后(的)，幕后(的)
ogle ['əuɡl] v.送秋波，色迷迷地看(女子)；n.媚眼
ointment ['ɔintmənt] n.油膏，软膏
olfaction [ɔl'fækʃən] n.嗅觉
oligarchy ['ɔliɡɑ:ki] n.寡头统治(政府权力集中在少数人手里)
omelet ['ɔmlit] n.煎蛋卷
ominous ['ɔminəs] a.不祥的，不吉利的
omit [əu'mit] v.省略，排除，删除；疏忽，忘记做，遗漏
omnipotent [ɔm'nipətənt] a.全能的，万能的；权利无限的
omnipresent [ɔmni'prezənt] a.无处不在的
omniscient [ɔm'nisiənt] a.无所不知的，博识的
onerous ['ɔnərəs] a.繁重的，麻烦的
onset ['ɔnset] n.(坏情况)开始，开端；攻击，袭击
opacity [əu'pæsiti] n.不透明性；晦涩，难懂
opalescence [,əupə'lesəns] n.(不透明的)乳白光
opaque [əu'peik] a.不透明的；难懂的
operative ['ɔpərətiv] a.(计划等)实施中的；生效的
operetta [,ɔpə'retə] n.小歌剧
opine [əu'pain] v.想，以为
opinionated [ə'pinjəneitid] a.固执己见的
opponent [ə'pəunənt] n.对手，敌手
opportune ['ɔpətju:n] a.合适的，适当的(尤指时机适时)
oppose [ə'pəuz] v.反对
oppress [ə'pres] v.压迫，压制
opprobrious [ə'prəubriəs] a.（言语）辱骂的，骂人的；可耻的
optimism ['ɔptimizəm] n.乐观主义
optimist ['ɔptimist] n.乐观主义者
optimum ['ɔptiməm] a.最好的，最有利的
optional ['ɔpʃənəl] a.可自由选择的
opulent ['ɔpjulənt] a.富裕的；充足的
oracle ['ɔrəkl] n.代神发布神谕的人
oration [ə'reiʃən] n.正式演说，演讲
oratorio [,ɔrə'tɔriəu] n.清唱剧(没有舞台行动、道具的戏剧)
oratory ['ɔrətəri] n.演讲术
orchard ['ɔ:tʃəd] n.果园
orchestra ['ɔ:kistrə] n.管弦乐队
ordain [ɔ:'dein] v.任命(神职)；颁发命令
ordeal [ɔ:'di:l] n.严峻考验，痛苦经验
ordinance ['ɔ:dinəns] n.法令，条例
ordnance ['ɔ:dnəns] n.大炮；军械，军用器材
ore [ɔ:(r)] n.矿，矿石
organism ['ɔ:ɡənizəm] n.生物；有机体
orient ['ɔ:riənt] a.上升的；v.确定方向；使熟悉情况
original [ə'ridʒənəl] a.最初的，原始的；有创意的
originality [,əridʒi'næliti] n.创造性，独特性
ornate [ɔ:'neit] a.(贬)华美的；充满装饰的，重度装饰的
ornithologist [,ɔ:ni'θɔlədʒist] n.鸟类学家，鸟类学者
ornithology [,ɔ:ni'θɔlədʒi] n.鸟类学
orthodontics [,ɔ:θəu'dɔntiks] n.畸齿矫正学
orthodox ['ɔ:θədɔks] a.正统的
oscillate ['ɔsileit] v.摆动；(思想、想法、感情)摇摆不定
osmosis [ɔz'məusis] n.渗透；(思想、观念)潜移默化
osseous ['ɔsiəs] a.骨的，多骨的
ossify ['ɔsifai] v.硬化，骨化；（贬）使(传统)僵化
ostensible [ɔs'tensəbl] a.表面上的
ostentation [,ɔsten'teiʃən] n.夸示，炫耀
ostracism ['ɔstrəsizəm] n.放逐，排斥(出某集团)
ostracize ['ɔstrəsaiz] v.放逐，排斥(出某集团)
ostrich ['ɔstritʃ] n.鸵鸟；不接受不利现实的人
other-directed ['ʌðədi'rektid] a.受人支配的
otter ['ɔtə] n.水獭
oust [aust] v.驱逐；把„赶走
outgoing ['autɡəuiŋ] a.友善的；即将离开的；即将离职的
outgrowth ['autɡrəuθ] n.自然结果；(某物上的)生长物
outlandish [aut'lændiʃ] a.古怪的
outlet ['autlet] n.出口
outline ['autlain] n.轮廓；梗概，要点，大纲
outmaneuver [autmə'nu:və(r)] v.以策略制胜
outmoded [aut'məudid] a.不再流行的
outrage ['autreidʒ] n.暴行
outset ['autset] n.开始，开头
outshine [aut'ʃain] v.比„更好，比„更出色
outskirts ['autskə:ts] n.郊区，郊外
outspoken [aut'spəukən] a.直言不讳的
outstrip [aut'strip] v.超过；(赛跑中)跑过，超过
outwit [aut'wit] v.以机智胜过
ovation [əu'veiʃən] n.热烈的欢迎、鼓掌
overbearing [,əuvə'beəriŋ] a.专横的，独断的
overdose ['əuvədəus] n.(药物)过大的剂量
overdue ['əuvə'dju:] a.过期未付的；逾期的
overexposure ['əuvəriks'pəuʒə] n.过分暴露，(照相)暴光过度
overflow ['əuvə'fləu] v.溢出；充满，洋溢
overhaul [,əuvə'hɔ:l] v.彻底检查；大修
overlap ['əuvə'læp] v.(部分地)重叠；(部分地)巧合
overlook [,əuvə'luk] v.忽视；俯视，从上往下看
overpowering [əuvə'pauriŋ] a.压倒性的，不可抗拒的
overreach [,əuvə'ri:tʃ] v.做事过头(而失败)
override [,əuvə'raid] v.不理会；蹂躏，践踏
overriding [,əuvə'raidiŋ] a.最主要的，优先的，首要的
overrule [,əuvə'ru:l] v.(高位的人)否决(低位的人或事)
oversee ['əuvə'si:] v.监督
overshadow [,əuvə'ʃædəu] v.遮蔽；使失色，使相形见绌
overstate ['əuvə'steit] v.夸张，对„言过其实
overt ['əuvə:t] a.公开的，非秘密的
overthrow [,əuvə'θrəu] v./n.推翻；终止
overture ['əuvətjuə] n.前奏曲，序曲
overturn [,əuvə'tə:n] v.翻倒；推翻，使垮台(尤指政府)
overwhelm ['əuvə'welm] v.泛滥；压倒
overwrought ['əuvə'rɔ:t] a.紧张过度的
owl [aul] n.猫头鹰
oxidize ['ɔksi,daiz] v.氧化，生锈
pacifist ['pæsifist] n.和平主义者，反战主义者
pacify ['pæsifai] v.使安静，抚慰
pack [pæk] n.狼群；(一起群居、捕猎的)一群动物
packed [pækt] a.充满人的，拥挤的
pact [pækt] n.协定，条约
padding ['pædiŋ] n.衬垫，填料
paean ['pi:ən] n.赞美歌，颂歌
pagan ['peiɡən] n.没有宗教信仰的人；异教徒(指不信犹太教、基督教、伊斯兰教恶人)
pageant ['pædʒənt] n.壮观的游行；露天历史剧
painkiller ['pein,kilə(r)] n.止痛药
painstaking ['peinsteikiŋ] a.煞费苦心的，辛苦的
palate ['pælit] n.上腭；口味，味觉；品位，爱好
palatial [pə'leiʃəl] a.宫殿般的；宏伟的
paleolithic [,pæliəu'liθik] a.旧石器时代的
paleontology [,pæliɔn'tɔlədʒi] n.古生物学
palette ['pælit] n.调色板，颜料配置
pall [pɔ:l] v.（因过多或过久而）令人发腻，失去吸引力
palliate ['pælieit] v.减轻(痛苦)；掩饰(罪行)
palliative ['pæliətiv] n.缓释剂；a.减轻的，缓和的
pallid ['pælid] a.苍白的，没血色的
palmy ['pa:mi] a.繁荣的；棕榈的
palpable ['pælpəbl] a.可触知的；明显的
palpitate ['pælpiteit] v.(心脏)急速而不规则地跳动
palter ['pɔ:ltə] v.含糊其词，说模棱两可的话，敷衍
paltry ['pɔ:ltri] a.无价值的，微不足道的
pamphlet ['pæmflit] n.小册子
pan [pæn] v.严厉批评
panacea [,pænə'siə] n.万灵药(能治百病的药)
panache [pə'næʃ] n.羽饰；炫耀
pancreas ['pænkriəs] n.胰腺
pandemic [pæn'demik] a.(病)大范围流行的
pandemonium [,pændi'məunjəm] n.喧嚣，大混乱
pander ['pændə] v.怂恿，迎合(不良欲望)
panegyric [,pæni'dʒirik] n.颂词，颂扬
panel ['pænl] n.专门小组；仪表板
pang [pæŋ] n.一阵剧痛
panic ['pænik] a.恐慌的；n.恐慌，惊惶
panorama [,pænə'rɑ:mə] n.概观，全景
panther ['pænθə] n.黑豹
pantomime ['pæntəmaim] n.哑剧
pantry ['pæntri] n.食品室
papyrus [pə'paiərəs] n.莎草，莎草纸(古埃及人用来书写的一种草纸)
parable ['pærəbl] n.寓言故事
parabola [pə'ræbələ] n.抛物线
paradigm ['pærədaim] n.范例，示范
paradox ['pærədɔks] n.矛盾；似矛盾而正确的说法
paragon ['pærəɡən] n.（褒）模范，典型
parallel ['pærəlel] a.平行的；类似的；n.平行线；v.与„相似
parallelism ['pærəlelizəm] n.平行，类似
parameter [pə'ræmitə] n.参量，变量
paramount ['pærəmaunt] a.最重要的，最高权力的
paranoia [,pærə'nɔiə] n.偏执狂；多疑症
paranoid ['pærənɔid] a.偏执狂的，过分怀疑的
paraphrase ['pærəfreiz] v.(将一段文字)释义
parasite ['pærəsait] n.（贬）靠他人为生的人；寄生物
parch [pɑ:tʃ] v.烘烤；烤焦
pare [peə] v.削皮；修剪；削减，缩减
pariah ['pæriə] n.贱民，被社会遗弃者
parity ['pæriti] n.(水平，地位，数量等的)同等，相等
parka ['pɑ:kə] n.派克大衣(毛皮风雪大衣)
parlance ['pɑ:ləns] n.说法，用语，词汇，术语
parody ['pærədi] n.模仿性嘲弄文章或表演；拙劣的模仿
paroxysm ['pærəksizəm] n.(感情等)突发
parquet ['pɑ:kei] n.镶木地板
parry ['pæri] v.挡开，避开(武器，问题等)
parse [pɑ:z] v.对„作语法分析
parsimony ['pɑ:siməni] n.过分节俭，吝啬
partial ['pɑ:ʃəl] a.局部的；偏袒的
partiality [,pɑ:ʃi'æliti] n.偏袒，偏心
particular [pə'tikjulə] n.事实，细节
particularize [pə'tikjuləraiz] v.详述，逐一列举
partisan [pɑ:ti'zæn] n.党派支持者；党徒
partition [pɑ:'tiʃən] n.隔开；隔墙
passionate ['pæʃənit] a.充满激情的
passive ['pæsiv] a.被动的，缺乏活力的，消极的
pastel ['pæsetl] n.彩色粉笔或蜡笔画；柔和的色彩
pasteurize ['pæstəraiz] v.加热杀菌，消毒
pastiche [pæs'ti:ʃ] n.(音乐、文学、艺术等)混合拼凑的作品
pastoral ['pɑ:stərəl] a.田园生活的；宁静的
pastry ['peistri] n.糕点，点心
patch [pætʃ] n.补丁；一小片(土地)
patent ['peitənt] a.显而易见的；n.专利权(证书)
pathogen ['pæθədʒ(ə)n] n.病原体
pathological [,pæθə'lɔdʒikəl] a.病态的；病理的
pathology [pə'θɔlədʒi] n.病理学
patina ['pætinə] n.（铜）绿锈；光亮的外表
patrician [pə'triʃən] n.贵族
patrimony ['pætriməni] n.祖传的财产
patriot ['pætriət] n.爱国者，爱国主义者
patriotism ['pætriətizəm] n.爱国主义，爱国心
patronage ['pætrənidʒ] n.赞助，惠顾
patronize ['pætrənaiz] v.以高人一等的态度对待，以恩人自居；(老顾客)光顾，惠顾
paucity ['pɔ:siti] n.小量，少量，缺乏
paunchy ['pɔ:ntʃi] a.(尤指男子)大肚子的
pauper ['pɔ:pə] n.贫民
peak [pi:k] v.憔悴，消瘦
pecan [pi'kæn] n.山核桃
peccadillo [pekə'diləu] n.小过失
peck [pek] v.啄食；轻啄
pedagogue ['pedəɡɔɡ] n.教师，教育者
pedagogy ['pedəɡɔɡi] n.教育学，教学法
pedal ['pedl] n.踏板，脚蹬；v.骑脚踏车
pedant ['pedənt] n.书呆子
pedestal ['pedistl] n.(柱石或雕像的)基座
pedestrian [pe'destriən] a.行人的，徒步的；缺乏想像的；n.行人
pediatrics [,pi:di'ætriks] n.（医）小儿科
peel [pi:l] v.削去„的皮；剥落；n.外皮
peer [piə] n.同等之人，同辈
peerless ['piəlis] a.无可匹敌的
peeve [pi:v] v.使气恼，使发脾气
peevish ['pi:viʃ] a.坏脾气的，易怒的（尤指对小事）
pejorative ['pi:dʒərətiv] a.带有轻蔑意义的，贬低的
pelf [pelf] n.（贬）钱财；不义之财
pell-mell [pel'mel] adv.混乱地，乱糟糟地
pellucid [pə'lju:sid] a.清晰的，清澈的
pen [pen] n.关动物的围栏；监禁；母天鹅
penalize ['penəlaiz] v.置(某人)于不利地位；处罚
penalty ['penlti] n.刑罚，处罚
penance ['penəns] n.自我惩罚
penchant ['pə:ŋʃə:nt] n.爱好，嗜好
pending ['pendiŋ] a.即将发生的；未决的
pendulum ['pendjuləm] n.摆，钟摆
penetrate ['penitreit] v.刺穿；渗入；了解，洞察
penicillin [,peni'silin] n.盘尼西林，青霉素
peninsula [pi'ninsjulə] n.半岛
penitent ['penitənt] a.后悔的，忏悔的
pennant ['penənt] n.(船上用的)信号旗
penultimate [pi'nʌltimit] a.倒数第二的
penury ['penjuri] n.贫穷；吝啬
perambulate [pə'ræmbjuleit] v.（以漫步）巡视；漫步
perception [pə'sepʃən] n.感觉；洞察力，理解力，悟性
perch [pə:tʃ] v.(鸟)栖息
percussionist [pə'kʌʃənist] n.敲击乐器的乐师
peregrination [periɡri'neiʃ(ə)n] n.游历(尤指在国外)
peremptory [pə'remptəri] a.(命令)不容反抗的，强制的；(人，举止)专横的
perennial [pə'renjəl] a.全年的；永久的
perfervid [pə:'fə:vid] a.非常热心的
perfidious [pə:'fidiəs] a.不忠的，背信弃义的
perfidy ['pə:fidi] n.不忠，背叛
perforate ['pə:fəreit] v.打洞，穿孔
perfunctorily [pə'fʌŋktrəli] adv.敷衍地，马虎地，例行地
perfunctory [pə'fʌŋktəri] a.草率的，敷衍的，马虎的，例行的
peril ['peril] n.危险
perilous ['periləs] a.危险的，冒险的
perimeter [pə'rimitə] n.周长
periodical [,piəri'ɔdikəl] n.期刊
peripatetic [,peripə'tetik] a.巡游的
peripheral [pə'rifərəl] a.不重要的；外围的
periphery [pə'rifəri] n.不重要的部分；外围
periscope ['periskəup] n.潜望镜
perish ['periʃ] v.死，毁灭
perishing ['periʃiŋ] a.严寒的
perjure ['pə:dʒə] v.作伪证，发假誓
perjury ['pə:dʒəri] n.作伪证，发假誓
perky ['pə:ki] a.神气的，活泼的
permanence ['pə:mənəns] n.永久，持久
permanent ['pə:mənənt] a.长久的，永久的
permeable ['pə:miəbl] a.可渗透的(penetrable)
permeate ['pə:mieit] v.扩散；渗透
permissive [pə(:)'misiv] a.过分纵容的
pernicious [pə:'niʃəs] a.有害的；致命的
perpendicular [,pə:pən'dikjulə] a.垂直的
perpetual [pə'petjuəl] a.连续不断的；永久的
perpetuate [pə(:)'petjueit] v.使永存，使永记不忘
perquisite ['pə:kwizit] n.固定津贴，利益，好处
persecute ['pə:sikju:t] v.(宗教、政治、宗族)迫害
persiflage [,peəsi'flɑ:ʒ] n.(善意的)嘲弄、玩笑
persistence [pə'sistəns] n.坚持不懈，持续
personable ['pə:sənəbl] a.英俊的，风度好的
personification [pə(:),sɔnifi'keiʃən] n.典型，化身，完美榜样
personnel [,pə:sə'nel] n.全体人员，员工
perspective [pə'spektiv] n.(判断事物的)角度，方法；透视法
perspicacious [,pə:spi'keiʃəs] a.判断力强的，有识别力的，有洞察力的，独具慧眼的
perspicuity [,pə:spi'kju(:)iti] n.(语言，文章)明晰，表达清楚；聪明睿智
perspicuous [pə(:)'spikjuəs] a.(语言，文章)明晰的，表达清楚的
perspire [pəs'paiə] v.流汗
pertain [pə'tein] v.属于，依附于；关于，与„有关联
pertinacious [,pə:ti'neiʃəs] a.固执的；无法驾御的；不妥协的
pertinent ['pə:tinənt] a.有关的，相关的；中肯的，恰当的
peruse [pə'ru:z] v.细读，精读
pervade [pə(:)'veid] v.弥漫，普及
pervious ['pə:viəs] a.可渗透的
pessimism ['pesimizm] n.悲观；悲观主义
pest [pest] n.害虫；讨厌的人或物
pester ['pestə] v.纠缠，强求
pesticide ['pestisaid] n.杀虫剂
pestilent ['pestilənt] a.致死的；有害的
pestle ['pestl] n.(捣碎或研磨用的)杵
petal ['petl] n.花瓣
petition [pi'tiʃən] n.请愿；请愿书
petitioner [pi'tiʃənə(r)] n.请愿人
petrify ['petri,fai] v.石化；吓呆
petroglyph ['petrəɡlif] n.(尤指史前)岩石雕刻
petroleum [pi'trəuliəm] n.石油
petrology [pi'trɔlədʒi] n.岩石学
petty ['peti] a.琐碎的，不重要的；小心眼的，气量小的
petulance ['petjuləns] n.发脾气，性急，暴躁
petulant ['petjulənt] a.性急的，暴躁的
phantom ['fæntəm] n.鬼怪，幽灵；幻像，幻觉
pharmaceutical [,fɑ:mə'sju:tikəl] a.制药的
pharmacology [,fɑ:mə'kɔlədʒi] n.药理学，药物学
phenomena [fə'nɔminə] n.(复数)现象；科学研究的现象
phenomenal [fi'nɔminl] a.显著的，非凡的，了不起的
philanthropic [filən'θrɔpik] a.博爱的
philatelist [fi'lætəlist] n.集邮家
philately [fi'lætəli] n.集邮
philistine ['filistain] n.庸俗之人，轻视艺术的人
phlegmatic [fleɡ'mætik] a.冷静的，冷淡的
phoenix ['fi:niks] n.凤凰，永生或再生的象征
phonetic [fəu'netik] a.语音的
photosynthesis [,fəutəu'sinθəsis] n.光合作用
physiological [,fiziə'lɔdʒikəl] a.生理的；生理学的
piano [pi'ɑ:nəu] a.(音乐)轻柔的
pictorial [pik'tɔ:riəl] a.绘画的；有图片的，用图片表示的
